id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,section_prefixe
2022-360390,2022-04-28,1,Vente,324300.0,75.0,None,RUE CHRISTIAAN HUYGENS,1204,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BO0157,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,5397.0,1.081707,49.386314,000BO
2021-1184227,2021-10-12,2,Vente,343200.0,5000.0,F,LE BOIS FOURNEAU SUD,B002,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BO0151,None,None,None,None,None,None,None,None,None,None,None,None,0,4,Local industriel. commercial ou assimilé,,0.0,AB,Terrain à bâtir,None,None,5675.0,1.080511,49.385234,000BO
2020-1064345,2020-09-01,1,Vente,181950.0,22.0,None,RUE KATHLEEN FERRIER,1404,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BO0098,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,78.0,4.0,S,sols,None,None,400.0,1.085669,49.387433,000BO
2020-1061253,2020-03-09,1,Vente en l'état futur d'achèvement,684000.0,,None,LE BOIS FOURNEAU SUD,B002,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BO0149,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,1453.0,1.082068,49.384622,000BO
2019-1116721,2019-10-03,1,Vente,,,None,LE BOIS FOURNEAU SUD,B002,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BO0124,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,10.0,1.080629,49.384689,000BO
2019-1116721,2019-10-03,1,Vente,,,None,LE BOIS FOURNEAU SUD,B002,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BO0121,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,1341.0,1.082011,49.38505,000BO
2019-1116721,2019-10-03,1,Vente,,,None,LE BOIS FOURNEAU SUD,B002,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BO0054,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,191.0,1.083967,49.386771,000BO
2019-1116721,2019-10-03,1,Vente,,,None,LE BOIS FOURNEAU SUD,B002,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BO0075,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,7318.0,1.081934,49.385876,000BO
2019-1114809,2019-06-19,1,Vente,1.2,,None,LE BOIS FOURNEAU SUD,B002,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BO0046,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,L,landes,None,None,170.0,1.078667,49.385305,000BO
2019-1112226,2019-02-25,1,Vente,13720000.0,115.0,None,RUE ISAAC NEWTON,1222,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BO0064,None,None,None,None,None,None,None,None,None,None,None,None,0,4,Local industriel. commercial ou assimilé,16673.0,0.0,S,sols,None,None,65177.0,1.084777,49.385917,000BO
2018-1035263,2018-10-12,1,Vente,170000.0,1.0,None,RUE KATHLEEN FERRIER,1404,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BO0085,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,89.0,5.0,S,sols,None,None,409.0,1.086795,49.387186,000BO
2018-1031047,2018-02-13,1,Vente,173500.0,2.0,None,RUE KATHLEEN FERRIER,1404,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BO0108,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,74.0,4.0,S,sols,None,None,399.0,1.086643,49.387351,000BO
2017-543853,2017-08-29,2,Vente,1700000.0,9110.0,None,RUE DES CATELIERS,0420,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BO0029,None,None,None,None,None,None,None,None,None,None,None,None,0,4,Local industriel. commercial ou assimilé,4500.0,0.0,L,landes,None,None,5621.0,1.080447,49.387899,000BO
2017-543853,2017-08-29,2,Vente,1700000.0,,None,LE BOIS FOURNEAU SUD,B002,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BO0144,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,1379.0,1.080898,49.387889,000BO
2017-543853,2017-08-29,2,Vente,1700000.0,,None,LE BOIS FOURNEAU SUD,B002,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BO0146,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,,,L,landes,None,None,1900.0,1.081088,49.387786,000BO
2017-543684,2017-08-03,1,Vente,10500000.0,115.0,None,RUE ISAAC NEWTON,1222,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BO0064,None,None,None,None,None,None,None,None,None,None,None,None,0,4,Local industriel. commercial ou assimilé,16673.0,0.0,S,sols,None,None,65177.0,1.084777,49.385917,000BO
2017-543128,2017-07-17,1,Vente,174000.0,4.0,None,RUE KATHLEEN FERRIER,1404,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BO0107,None,None,None,None,None,None,None,None,None,None,None,None,0,1,Maison,74.0,4.0,S,sols,None,None,410.0,1.086636,49.38753,000BO
2021-1183889,2021-10-25,1,Vente,196000.0,19.0,None,RUE MADELEINE LE QUELLEC,1571,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0265,None,None,None,,None,None,None,None,None,None,None,None,0,1,Maison,81.0,4.0,S,sols,None,None,373.0,1.087564,49.389045,000BP
2021-1182844,2021-09-15,1,Vente,98000.0,137.0,None,RUE DU CHAMP DES BRUYERES,0429,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0287,None,None,None,,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,774.0,1.08316,49.389234,000BP
2021-1182202,2021-08-05,1,Vente,216000.0,2.0,None,RUE PABLO NERUDA,1808,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0116,None,None,None,,None,None,None,None,None,None,None,None,0,1,Maison,121.0,5.0,S,sols,None,None,339.0,1.088798,49.389139,000BP
2021-1181487,2021-07-13,1,Vente,250000.0,11.0,None,RUE JULIENNE ET YVON BONNARD,0305,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0182,None,None,None,,None,None,None,None,None,None,None,None,0,1,Maison,117.0,5.0,S,sols,None,None,655.0,1.083843,49.388268,000BP
2021-1181264,2021-06-29,1,Vente,,,None,LE BOIS FOURNEAU,B001,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0195,None,None,None,,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,5898.0,1.084492,49.388239,000BP
2021-1181183,2021-06-28,1,Vente,112500.0,1.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0193,None,None,208,56.18,None,None,None,None,None,None,None,None,1,2,Appartement,55.0,3.0,None,None,None,None,,1.086425,49.38867,000BP
2021-1181183,2021-06-28,1,Vente,112500.0,1.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0193,None,None,424,,None,None,None,None,None,None,None,None,1,3,Dépendance,,0.0,None,None,None,None,,1.086425,49.38867,000BP
2021-1180368,2021-05-25,1,Vente,225000.0,6.0,None,RUE MADELEINE LE QUELLEC,1571,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0253,None,None,None,,None,None,None,None,None,None,None,None,0,1,Maison,81.0,4.0,S,sols,None,None,250.0,1.088063,49.388766,000BP
2021-1179206,2021-03-26,1,Vente,232800.0,11.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0176,None,None,None,,None,None,None,None,None,None,None,None,0,1,Maison,106.0,4.0,S,sols,None,None,712.0,1.084811,49.389084,000BP
2021-1179543,2021-03-23,1,Vente,17480.0,,None,LE BOIS FOURNEAU,B001,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0242,None,None,None,,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,321.0,1.088503,49.388464,000BP
2021-1179543,2021-03-23,1,Vente,17480.0,,None,LE BOIS FOURNEAU,B001,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0274,None,None,None,,None,None,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,1427.0,1.088044,49.388855,000BP
2021-1179276,2021-03-19,1,Vente,800000.0,9613.0,None,RUE DU CHAMP DES BRUYERES,0429,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0056,None,None,None,,None,None,None,None,None,None,None,None,0,4,Local industriel. commercial ou assimilé,,0.0,S,sols,None,None,21.0,1.083677,49.390537,000BP
2021-1179276,2021-03-19,1,Vente,800000.0,2.0,None,RUE DU CHAMP DES BRUYERES,0429,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0059,None,None,None,,None,None,None,None,None,None,None,None,0,4,Local industriel. commercial ou assimilé,3980.0,0.0,S,sols,None,None,5990.0,1.083573,49.391295,000BP
2021-1179276,2021-03-19,1,Vente,800000.0,,None,LE BOIS FOURNEAU,B001,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0061,None,None,None,,None,None,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,10.0,1.083935,49.390796,000BP
2021-1179276,2021-03-19,1,Vente,800000.0,,None,LE BOIS FOURNEAU,B001,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0126,None,None,None,,None,None,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,3433.0,1.083234,49.390903,000BP
2021-1178090,2021-01-29,1,Vente,190000.0,1.0,B,RUE PABLO NERUDA,1808,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0244,None,None,None,,None,None,None,None,None,None,None,None,0,1,Maison,80.0,4.0,S,sols,None,None,201.0,1.088505,49.388647,000BP
2021-1178199,2021-01-04,1,Vente,219000.0,1.0,None,RUE MADELEINE LE QUELLEC,1571,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0256,None,None,None,,None,None,None,None,None,None,None,None,0,1,Maison,80.0,4.0,S,sols,None,None,852.0,1.087597,49.388277,000BP
2020-1066595,2020-12-29,1,Vente,125000.0,1.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0193,None,None,312,,None,None,None,None,None,None,None,None,1,2,Appartement,55.0,3.0,None,None,None,None,,1.086425,49.38867,000BP
2020-1066595,2020-12-29,1,Vente,125000.0,1.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0193,None,None,463,,None,None,None,None,None,None,None,None,1,3,Dépendance,,0.0,None,None,None,None,,1.086425,49.38867,000BP
2020-1066409,2020-12-18,1,Vente en l'état futur d'achèvement,176900.0,6.0,None,RUE LUCIE AUBRAC,0215,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0348,None,None,None,,None,None,None,None,None,None,None,None,0,1,Maison,82.0,4.0,S,sols,None,None,169.0,1.083987,49.391716,000BP
2020-1066409,2020-12-18,1,Vente en l'état futur d'achèvement,176900.0,,None,LE BOIS FOURNEAU,B001,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0351,None,None,None,,None,None,None,None,None,None,None,None,0,None,None,,,S,sols,None,None,487.0,1.083982,49.391639,000BP
2020-1064875,2020-10-14,1,Vente en l'état futur d'achèvement,178900.0,96.0,None,AV ANTOINE DE ST EXUPERY,0150,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0333,None,None,None,,None,None,None,None,None,None,None,None,0,1,Maison,82.0,4.0,S,sols,None,None,186.0,1.084321,49.39179,000BP
2020-1063491,2020-07-25,1,Vente,83050.0,2.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0196,None,None,215,41.68,None,None,None,None,None,None,None,None,1,2,Appartement,41.0,2.0,None,None,None,None,,1.08637,49.389214,000BP
2020-1063491,2020-07-25,1,Vente,83050.0,2.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0196,None,None,331,,None,None,None,None,None,None,None,None,1,3,Dépendance,,0.0,None,None,None,None,,1.08637,49.389214,000BP
2020-1063079,2020-07-17,1,Vente en l'état futur d'achèvement,178900.0,4.0,None,RUE LUCIE AUBRAC,0215,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0349,None,None,None,,None,None,None,None,None,None,None,None,0,1,Maison,82.0,4.0,S,sols,None,None,170.0,1.084123,49.391669,000BP
2020-1063079,2020-07-17,1,Vente en l'état futur d'achèvement,178900.0,,None,LE BOIS FOURNEAU,B001,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0351,None,None,None,,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,487.0,1.083982,49.391639,000BP
2020-1062773,2020-06-18,1,Vente,125000.0,2.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0196,None,None,202,55.27,None,None,None,None,None,None,None,None,1,2,Appartement,55.0,3.0,None,None,None,None,,1.08637,49.389214,000BP
2020-1062773,2020-06-18,1,Vente,125000.0,2.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0196,None,None,330,,None,None,None,None,None,None,None,None,1,3,Dépendance,,0.0,None,None,None,None,,1.08637,49.389214,000BP
2020-1062486,2020-05-27,1,Vente,127462.0,1.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0193,None,None,313,57.7,None,None,None,None,None,None,None,None,1,2,Appartement,59.0,3.0,None,None,None,None,,1.086425,49.38867,000BP
2020-1062486,2020-05-27,1,Vente,127462.0,1.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0193,None,None,431,,None,None,None,None,None,None,None,None,1,3,Dépendance,,0.0,None,None,None,None,,1.086425,49.38867,000BP
2020-1062486,2020-05-27,1,Vente,127462.0,1.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0193,None,None,430,,None,None,None,None,None,None,None,None,1,3,Dépendance,,0.0,None,None,None,None,,1.086425,49.38867,000BP
2020-1060608,2020-02-13,1,Vente,81000.0,1.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0193,None,None,215,41.9,None,None,None,None,None,None,None,None,1,2,Appartement,42.0,2.0,None,None,None,None,,1.086425,49.38867,000BP
2020-1060608,2020-02-13,1,Vente,81000.0,1.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0193,None,None,459,,None,None,None,None,None,None,None,None,1,3,Dépendance,,0.0,None,None,None,None,,1.086425,49.38867,000BP
2020-1060002,2020-01-21,1,Vente en l'état futur d'achèvement,178900.0,18.0,None,RUE DU CHAMP DES BRUYERES,0429,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0338,None,None,None,,None,None,None,None,None,None,None,None,0,1,Maison,82.0,4.0,AB,Terrain à bâtir,None,None,151.0,1.084534,49.391599,000BP
2019-1117605,2019-11-26,1,Vente,192000.0,10.0,None,RUE MADELEINE LE QUELLEC,1571,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0251,None,None,None,,None,None,None,None,None,None,None,None,0,1,Maison,81.0,4.0,S,sols,None,None,264.0,1.087941,49.388882,000BP
2019-1117216,2019-11-08,1,Vente,173000.0,33.0,None,RUE MADELEINE LE QUELLEC,1571,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0272,None,None,None,,None,None,None,None,None,None,None,None,0,1,Maison,81.0,4.0,S,sols,None,None,204.0,1.088326,49.389271,000BP
2019-1117430,2019-10-24,1,Vente,112250.0,1.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0193,None,None,202,55.74,None,None,None,None,None,None,None,None,1,2,Appartement,55.0,3.0,None,None,None,None,,1.086425,49.38867,000BP
2019-1117430,2019-10-24,1,Vente,112250.0,1.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0193,None,None,416,,None,None,None,None,None,None,None,None,1,3,Dépendance,,0.0,None,None,None,None,,1.086425,49.38867,000BP
2019-1116774,2019-10-08,1,Vente,170000.0,3.0,None,RUE MADELEINE LE QUELLEC,1571,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0257,None,None,None,,None,None,None,None,None,None,None,None,0,1,Maison,80.0,4.0,S,sols,None,None,467.0,1.087715,49.388442,000BP
2019-1115590,2019-08-20,1,Vente,135500.0,1.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0193,None,None,101,78.15,None,None,None,None,None,None,None,None,1,2,Appartement,78.0,4.0,None,None,None,None,,1.086425,49.38867,000BP
2019-1115590,2019-08-20,1,Vente,135500.0,1.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0193,None,None,406,,None,None,None,None,None,None,None,None,1,3,Dépendance,,0.0,None,None,None,None,,1.086425,49.38867,000BP
2019-1115590,2019-08-20,1,Vente,135500.0,1.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0193,None,None,405,,None,None,None,None,None,None,None,None,1,3,Dépendance,,0.0,None,None,None,None,,1.086425,49.38867,000BP
2019-1115450,2019-08-01,1,Vente,75000.0,1.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0193,None,None,311,42.24,None,None,None,None,None,None,None,None,1,2,Appartement,41.0,2.0,None,None,None,None,,1.086425,49.38867,000BP
2019-1115450,2019-08-01,1,Vente,75000.0,1.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0193,None,None,468,,None,None,None,None,None,None,None,None,1,3,Dépendance,,0.0,None,None,None,None,,1.086425,49.38867,000BP
2019-1114798,2019-07-18,1,Vente,152415.0,13.0,None,RUE PABLO NERUDA,1808,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0087,None,None,None,,None,None,None,None,None,None,None,None,0,1,Maison,77.0,22.0,S,sols,None,None,307.0,1.089254,49.389136,000BP
2019-1113885,2019-05-27,1,Vente,110000.0,1.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0193,None,None,103,58.93,None,None,None,None,None,None,None,None,1,2,Appartement,59.0,3.0,None,None,None,None,,1.086425,49.38867,000BP
2019-1113885,2019-05-27,1,Vente,110000.0,1.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0193,None,None,403,,None,None,None,None,None,None,None,None,1,3,Dépendance,,0.0,None,None,None,None,,1.086425,49.38867,000BP
2019-1113012,2019-04-10,1,Vente,90000.0,1.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0193,None,None,105,60.04,None,None,None,None,None,None,None,None,1,2,Appartement,59.0,3.0,None,None,None,None,,1.086425,49.38867,000BP
2019-1113012,2019-04-10,1,Vente,90000.0,1.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0193,None,None,411,,None,None,None,None,None,None,None,None,1,3,Dépendance,,0.0,None,None,None,None,,1.086425,49.38867,000BP
2019-1113012,2019-04-10,1,Vente,90000.0,1.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0193,None,None,412,,None,None,None,None,None,None,None,None,1,3,Dépendance,,0.0,None,None,None,None,,1.086425,49.38867,000BP
2019-1113275,2019-04-05,1,Vente,39995.0,127.0,None,RUE DU CHAMP DES BRUYERES,0429,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0317,None,None,None,,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,446.0,1.083888,49.390358,000BP
2019-1112563,2019-03-20,1,Vente,250000.0,9030.0,None,RUE DE LA BOULAIE,0315,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0005,None,None,None,,None,None,None,None,None,None,None,None,0,4,Local industriel. commercial ou assimilé,,0.0,S,sols,None,None,25.0,1.080835,49.391071,000BP
2019-1112563,2019-03-20,1,Vente,250000.0,9013.0,None,RUE DE LA FRENAIE,0925,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0008,None,None,None,,None,None,None,None,None,None,None,None,0,4,Local industriel. commercial ou assimilé,4241.0,0.0,S,sols,None,None,4241.0,1.079116,49.389855,000BP
2019-1112563,2019-03-20,1,Vente,250000.0,9015.0,None,RUE DE LA FRENAIE,0925,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0009,None,None,None,,None,None,None,None,None,None,None,None,0,4,Local industriel. commercial ou assimilé,3787.0,0.0,S,sols,None,None,3787.0,1.078831,49.38962,000BP
2019-1112563,2019-03-20,1,Vente,250000.0,9030.0,None,RUE DE LA BOULAIE,0315,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0065,None,None,None,,None,None,None,None,None,None,None,None,0,4,Local industriel. commercial ou assimilé,2300.0,0.0,S,sols,None,None,4267.0,1.080474,49.39098,000BP
2019-1112563,2019-03-20,1,Vente,250000.0,9030.0,None,RUE DE LA BOULAIE,0315,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0065,None,None,None,,None,None,None,None,None,None,None,None,0,4,Local industriel. commercial ou assimilé,880.0,0.0,S,sols,None,None,4267.0,1.080474,49.39098,000BP
2019-1111917,2019-02-08,1,Vente en l'état futur d'achèvement,184900.0,,None,LE BOIS FOURNEAU,B001,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0334,None,None,None,,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,265.0,1.084458,49.391764,000BP
2019-1112231,2019-02-07,1,Vente,88000.0,2.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0196,None,None,212,55.71,None,None,None,None,None,None,None,None,1,2,Appartement,55.0,3.0,None,None,None,None,,1.08637,49.389214,000BP
2019-1112231,2019-02-07,1,Vente,88000.0,2.0,None,RUE GENEVIEVE DE GAULLE,0995,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0196,None,None,342,,None,None,None,None,None,None,None,None,1,3,Dépendance,,0.0,None,None,None,None,,1.08637,49.389214,000BP
2019-1111624,2019-01-11,1,Vente en l'état futur d'achèvement,187900.0,,None,LE BOIS FOURNEAU,B001,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0346,None,None,None,,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,192.0,1.083581,49.391662,000BP
2018-1036081,2018-11-13,1,Vente,43297.0,125.0,None,RUE DU CHAMP DES BRUYERES,0429,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0318,None,None,None,,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,513.0,1.084073,49.390385,000BP
2018-1035389,2018-10-01,1,Vente en l'état futur d'achèvement,184900.0,,None,LE BOIS FOURNEAU,B001,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0339,None,None,None,,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,222.0,1.084451,49.391527,000BP
2018-1034317,2018-08-23,1,Vente en l'état futur d'achèvement,2500.0,,None,None,None,None,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0307,None,None,29,,None,None,None,None,None,None,None,None,1,None,None,,,None,None,None,None,,1.084712,49.390321,000BP
2018-1034549,2018-08-21,1,Vente en l'état futur d'achèvement,189900.0,,None,LE BOIS FOURNEAU,B001,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0332,None,None,None,,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,298.0,1.084103,49.391814,000BP
2018-1034339,2018-08-07,1,Vente en l'état futur d'achèvement,184900.0,,None,LE BOIS FOURNEAU,B001,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0351,None,None,None,,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,487.0,1.083982,49.391639,000BP
2018-1034339,2018-08-07,1,Vente en l'état futur d'achèvement,184900.0,,None,LE BOIS FOURNEAU,B001,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0340,None,None,None,,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,199.0,1.084335,49.391345,000BP
2018-1034046,2018-07-30,1,Vente,99000.0,145.0,None,RUE DU CHAMP DES BRUYERES,0429,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0283,None,None,None,,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,782.0,1.08285,49.388892,000BP
2018-1033993,2018-07-16,1,Vente en l'état futur d'achèvement,184900.0,,None,LE BOIS FOURNEAU,B001,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0351,None,None,None,,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,487.0,1.083982,49.391639,000BP
2018-1033993,2018-07-16,1,Vente en l'état futur d'achèvement,184900.0,,None,LE BOIS FOURNEAU,B001,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0345,None,None,None,,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,189.0,1.083703,49.391588,000BP
2018-1033971,2018-07-16,1,Vente en l'état futur d'achèvement,184900.0,,None,LE BOIS FOURNEAU,B001,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0351,None,None,None,,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,487.0,1.083982,49.391639,000BP
2018-1033971,2018-07-16,1,Vente en l'état futur d'achèvement,184900.0,,None,LE BOIS FOURNEAU,B001,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000BP0344,None,None,None,,None,None,None,None,None,None,None,None,0,None,None,,,AB,Terrain à bâtir,None,None,191.0,1.083829,49.39154,000BP
